BFS; true; 2230.0; 40;  40; 0; 1; 
BFS; true; 1352.0; 52;  52; 0; 2; 
BFS; true; 1151.0; 30;  30; 0; 3; 
BFS; true; 1268.0; 15;  15; 0; 4; 
BFS; true; 1171.0; 58;  58; 0; 5; 
BFS; true; 853.0; 71;  71; 0; 6; 
BFS; true; 1032.0; 55;  55; 0; 7; 
BFS; true; 1563.0; 47;  47; 0; 8; 
BFS; true; 1665.0; 21;  21; 0; 9; 
BFS; true; 1147.0; 32;  32; 0; 10; 
BFS; true; 1209.0; 56;  56; 0; 11; 
BFS; true; 1552.0; 48;  48; 0; 12; 
BFS; true; 3189.0; 33;  33; 0; 13; 
BFS; true; 1028.0; 10;  10; 0; 14; 
BFS; true; 725.0; 38;  38; 0; 15; 
BFS; true; 764.0; 42;  42; 0; 16; 
BFS; true; 1119.0; 50;  50; 0; 17; 
BFS; true; 825.0; 47;  47; 0; 18; 
BFS; true; 899.0; 41;  41; 0; 19; 
BFS; true; 860.0; 38;  38; 0; 20; 
BFS; true; 771.0; 51;  51; 0; 21; 
BFS; true; 799.0; 51;  51; 0; 22; 
BFS; true; 821.0; 57;  57; 0; 23; 
BFS; true; 890.0; 31;  31; 0; 24; 
BFS; true; 683.0; 48;  48; 0; 25; 
BFS; true; 662.0; 54;  54; 0; 26; 
BFS; true; 769.0; 31;  31; 0; 27; 
BFS; true; 732.0; 32;  32; 0; 28; 
BFS; true; 810.0; 52;  52; 0; 29; 
BFS; true; 1776.0; 39;  39; 0; 30; 
BFS; true; 1795.0; 33;  33; 0; 31; 
BFS; true; 1712.0; 89;  89; 0; 32; 
BFS; true; 1665.0; 41;  41; 0; 33; 
BFS; true; 1699.0; 40;  40; 0; 34; 
BFS; true; 1885.0; 43;  43; 0; 35; 
BFS; true; 1668.0; 52;  52; 0; 36; 
BFS; true; 1611.0; 31;  31; 0; 37; 
BFS; true; 1492.0; 70;  70; 0; 38; 
BFS; true; 1535.0; 27;  27; 0; 39; 
BFS; true; 2550.0; 62;  62; 0; 40; 
BFS; true; 1725.0; 43;  43; 0; 41; 
BFS; true; 1825.0; 44;  44; 0; 42; 
BFS; true; 1667.0; 60;  60; 0; 43; 
BFS; true; 1594.0; 37;  37; 0; 44; 
BFS; true; 1505.0; 27;  27; 0; 45; 
BFS; true; 2055.0; 66;  66; 0; 46; 
BFS; true; 408.0; 48;  48; 0; 47; 
BFS; true; 389.0; 24;  24; 0; 48; 
BFS; true; 394.0; 51;  51; 0; 49; 
BFS; true; 367.0; 40;  40; 1; 0; 
BFS; true; 470.0; 47;  47; 1; 2; 
BFS; true; 359.0; 17;  17; 1; 3; 
BFS; true; 372.0; 55;  55; 1; 4; 
BFS; true; 452.0; 49;  49; 1; 5; 
BFS; true; 518.0; 88;  88; 1; 6; 
BFS; true; 378.0; 57;  57; 1; 7; 
BFS; true; 467.0; 56;  56; 1; 8; 
BFS; true; 541.0; 39;  39; 1; 9; 
BFS; true; 571.0; 50;  50; 1; 10; 
BFS; true; 550.0; 47;  47; 1; 11; 
BFS; true; 403.0; 54;  54; 1; 12; 
BFS; true; 368.0; 27;  27; 1; 13; 
BFS; true; 376.0; 48;  48; 1; 14; 
BFS; true; 347.0; 55;  55; 1; 15; 
BFS; true; 345.0; 41;  41; 1; 16; 
BFS; true; 481.0; 39;  39; 1; 17; 
BFS; true; 405.0; 46;  46; 1; 18; 
BFS; true; 383.0; 34;  34; 1; 19; 
BFS; true; 568.0; 15;  15; 1; 20; 
BFS; true; 505.0; 40;  40; 1; 21; 
BFS; true; 508.0; 50;  50; 1; 22; 
BFS; true; 521.0; 46;  46; 1; 23; 
BFS; true; 509.0; 35;  35; 1; 24; 
BFS; true; 521.0; 41;  41; 1; 25; 
BFS; true; 488.0; 53;  53; 1; 26; 
BFS; true; 477.0; 16;  16; 1; 27; 
BFS; true; 496.0; 21;  21; 1; 28; 
BFS; true; 507.0; 65;  65; 1; 29; 
BFS; true; 517.0; 28;  28; 1; 30; 
BFS; true; 477.0; 22;  22; 1; 31; 
BFS; true; 486.0; 102;  102; 1; 32; 
BFS; true; 478.0; 51;  51; 1; 33; 
BFS; true; 525.0; 51;  51; 1; 34; 
BFS; true; 494.0; 66;  66; 1; 35; 
BFS; true; 640.0; 39;  39; 1; 36; 
BFS; true; 1945.0; 22;  22; 1; 37; 
BFS; true; 512.0; 59;  59; 1; 38; 
BFS; true; 551.0; 31;  31; 1; 39; 
BFS; true; 490.0; 69;  69; 1; 40; 
BFS; true; 479.0; 49;  49; 1; 41; 
BFS; true; 498.0; 35;  35; 1; 42; 
BFS; true; 484.0; 47;  47; 1; 43; 
BFS; true; 487.0; 55;  55; 1; 44; 
BFS; true; 481.0; 26;  26; 1; 45; 
BFS; true; 481.0; 55;  55; 1; 46; 
BFS; true; 482.0; 47;  47; 1; 47; 
BFS; true; 479.0; 46;  46; 1; 48; 
BFS; true; 711.0; 45;  45; 1; 49; 
BFS; true; 580.0; 52;  52; 2; 0; 
BFS; true; 572.0; 47;  47; 2; 1; 
BFS; true; 540.0; 64;  64; 2; 3; 
BFS; true; 607.0; 44;  44; 2; 4; 
BFS; true; 494.0; 55;  55; 2; 5; 
BFS; true; 453.0; 47;  47; 2; 6; 
BFS; true; 447.0; 29;  29; 2; 7; 
BFS; true; 432.0; 57;  57; 2; 8; 
BFS; true; 425.0; 31;  31; 2; 9; 
BFS; true; 471.0; 38;  38; 2; 10; 
BFS; true; 441.0; 30;  30; 2; 11; 
BFS; true; 537.0; 22;  22; 2; 12; 
BFS; true; 454.0; 20;  20; 2; 13; 
BFS; true; 468.0; 42;  42; 2; 14; 
BFS; true; 494.0; 14;  14; 2; 15; 
BFS; true; 485.0; 46;  46; 2; 16; 
BFS; true; 434.0; 44;  44; 2; 17; 
BFS; true; 485.0; 49;  49; 2; 18; 
BFS; true; 456.0; 47;  47; 2; 19; 
BFS; true; 470.0; 32;  32; 2; 20; 
BFS; true; 477.0; 45;  45; 2; 21; 
BFS; true; 495.0; 53;  53; 2; 22; 
BFS; true; 476.0; 51;  51; 2; 23; 
BFS; true; 430.0; 24;  24; 2; 24; 
BFS; true; 502.0; 40;  40; 2; 25; 
BFS; true; 2553.0; 33;  33; 2; 26; 
BFS; true; 1228.0; 63;  63; 2; 27; 
BFS; true; 2036.0; 26;  26; 2; 28; 
BFS; true; 1362.0; 62;  62; 2; 29; 
BFS; true; 1470.0; 33;  33; 2; 30; 
BFS; true; 1421.0; 25;  25; 2; 31; 
BFS; true; 1362.0; 68;  68; 2; 32; 
BFS; true; 1240.0; 29;  29; 2; 33; 
BFS; true; 1364.0; 30;  30; 2; 34; 
BFS; true; 1358.0; 51;  51; 2; 35; 
BFS; true; 1215.0; 68;  68; 2; 36; 
BFS; true; 1112.0; 27;  27; 2; 37; 
BFS; true; 1187.0; 64;  64; 2; 38; 
BFS; true; 545.0; 28;  28; 2; 39; 
BFS; true; 444.0; 72;  72; 2; 40; 
BFS; true; 999.0; 27;  27; 2; 41; 
BFS; true; 917.0; 48;  48; 2; 42; 
BFS; true; 850.0; 36;  36; 2; 43; 
BFS; true; 611.0; 47;  47; 2; 44; 
BFS; true; 476.0; 31;  31; 2; 45; 
BFS; true; 570.0; 60;  60; 2; 46; 
BFS; true; 836.0; 58;  58; 2; 47; 
BFS; true; 469.0; 53;  53; 2; 48; 
BFS; true; 518.0; 38;  38; 2; 49; 
BFS; true; 474.0; 30;  30; 3; 0; 
BFS; true; 463.0; 17;  17; 3; 1; 
BFS; true; 487.0; 64;  64; 3; 2; 
BFS; true; 568.0; 45;  45; 3; 4; 
BFS; true; 461.0; 62;  62; 3; 5; 
BFS; true; 434.0; 84;  84; 3; 6; 
BFS; true; 407.0; 51;  51; 3; 7; 
BFS; true; 396.0; 62;  62; 3; 8; 
BFS; true; 402.0; 51;  51; 3; 9; 
BFS; true; 379.0; 44;  44; 3; 10; 
BFS; true; 367.0; 52;  52; 3; 11; 
BFS; true; 411.0; 44;  44; 3; 12; 
BFS; true; 371.0; 44;  44; 3; 13; 
BFS; true; 371.0; 40;  40; 3; 14; 
BFS; true; 384.0; 65;  65; 3; 15; 
BFS; true; 402.0; 47;  47; 3; 16; 
BFS; true; 401.0; 56;  56; 3; 17; 
BFS; true; 467.0; 42;  42; 3; 18; 
BFS; true; 419.0; 33;  33; 3; 19; 
BFS; true; 468.0; 32;  32; 3; 20; 
BFS; true; 454.0; 57;  57; 3; 21; 
BFS; true; 488.0; 38;  38; 3; 22; 
BFS; true; 3017.0; 52;  52; 3; 23; 
BFS; true; 1020.0; 52;  52; 3; 24; 
BFS; true; 458.0; 26;  26; 3; 25; 
BFS; true; 452.0; 55;  55; 3; 26; 
BFS; true; 467.0; 1;  1; 3; 27; 
BFS; true; 403.0; 38;  38; 3; 28; 
BFS; true; 389.0; 72;  72; 3; 29; 
BFS; true; 343.0; 45;  45; 3; 30; 
BFS; true; 391.0; 39;  39; 3; 31; 
BFS; true; 326.0; 105;  105; 3; 32; 
BFS; true; 351.0; 37;  37; 3; 33; 
BFS; true; 333.0; 36;  36; 3; 34; 
BFS; true; 408.0; 60;  60; 3; 35; 
BFS; true; 372.0; 22;  22; 3; 36; 
BFS; true; 417.0; 39;  39; 3; 37; 
BFS; true; 384.0; 65;  65; 3; 38; 
BFS; true; 424.0; 48;  48; 3; 39; 
BFS; true; 431.0; 82;  82; 3; 40; 
BFS; true; 319.0; 39;  39; 3; 41; 
BFS; true; 398.0; 52;  52; 3; 42; 
BFS; true; 402.0; 43;  43; 3; 43; 
BFS; true; 364.0; 57;  57; 3; 44; 
BFS; true; 318.0; 43;  43; 3; 45; 
BFS; true; 415.0; 72;  72; 3; 46; 
BFS; true; 397.0; 46;  46; 3; 47; 
BFS; true; 392.0; 54;  54; 3; 48; 
BFS; true; 419.0; 38;  38; 3; 49; 
BFS; true; 370.0; 15;  15; 4; 0; 
BFS; true; 372.0; 55;  55; 4; 1; 
BFS; true; 410.0; 44;  44; 4; 2; 
BFS; true; 435.0; 45;  45; 4; 3; 
BFS; true; 448.0; 68;  68; 4; 5; 
BFS; true; 418.0; 84;  84; 4; 6; 
BFS; true; 418.0; 55;  55; 4; 7; 
BFS; true; 414.0; 52;  52; 4; 8; 
BFS; true; 1064.0; 36;  36; 4; 9; 
BFS; true; 589.0; 44;  44; 4; 10; 
BFS; true; 775.0; 56;  56; 4; 11; 
BFS; true; 647.0; 48;  48; 4; 12; 
BFS; true; 589.0; 40;  40; 4; 13; 
BFS; true; 681.0; 25;  25; 4; 14; 
BFS; true; 556.0; 53;  53; 4; 15; 
BFS; true; 545.0; 52;  52; 4; 16; 
BFS; true; 425.0; 49;  49; 4; 17; 
BFS; true; 418.0; 57;  57; 4; 18; 
BFS; true; 504.0; 42;  42; 4; 19; 
BFS; true; 1653.0; 40;  40; 4; 20; 
BFS; true; 464.0; 53;  53; 4; 21; 
BFS; true; 473.0; 61;  61; 4; 22; 
BFS; true; 393.0; 42;  42; 4; 23; 
BFS; true; 430.0; 20;  20; 4; 24; 
BFS; true; 458.0; 35;  35; 4; 25; 
BFS; true; 341.0; 59;  59; 4; 26; 
BFS; true; 400.0; 46;  46; 4; 27; 
BFS; true; 431.0; 34;  34; 4; 28; 
BFS; true; 465.0; 67;  67; 4; 29; 
BFS; true; 556.0; 41;  41; 4; 30; 
BFS; true; 468.0; 35;  35; 4; 31; 
BFS; true; 472.0; 104;  104; 4; 32; 
BFS; true; 461.0; 46;  46; 4; 33; 
BFS; true; 505.0; 45;  45; 4; 34; 
BFS; true; 465.0; 28;  28; 4; 35; 
BFS; true; 401.0; 67;  67; 4; 36; 
BFS; true; 461.0; 33;  33; 4; 37; 
BFS; true; 1026.0; 55;  55; 4; 38; 
BFS; true; 727.0; 24;  24; 4; 39; 
BFS; true; 853.0; 77;  77; 4; 40; 
BFS; true; 674.0; 48;  48; 4; 41; 
BFS; true; 491.0; 54;  54; 4; 42; 
BFS; true; 493.0; 75;  75; 4; 43; 
BFS; true; 490.0; 52;  52; 4; 44; 
BFS; true; 475.0; 37;  37; 4; 45; 
BFS; true; 426.0; 68;  68; 4; 46; 
BFS; true; 409.0; 55;  55; 4; 47; 
BFS; true; 493.0; 9;  9; 4; 48; 
BFS; true; 460.0; 58;  58; 4; 49; 
BFS; true; 334.0; 58;  58; 5; 0; 
BFS; true; 305.0; 49;  49; 5; 1; 
BFS; true; 376.0; 55;  55; 5; 2; 
BFS; true; 298.0; 62;  62; 5; 3; 
BFS; true; 296.0; 68;  68; 5; 4; 
BFS; true; 289.0; 74;  74; 5; 6; 
BFS; true; 275.0; 43;  43; 5; 7; 
BFS; true; 286.0; 68;  68; 5; 8; 
BFS; true; 298.0; 54;  54; 5; 9; 
BFS; true; 304.0; 51;  51; 5; 10; 
BFS; true; 290.0; 46;  46; 5; 11; 
BFS; true; 317.0; 50;  50; 5; 12; 
BFS; true; 341.0; 42;  42; 5; 13; 
BFS; true; 347.0; 61;  61; 5; 14; 
BFS; true; 326.0; 41;  41; 5; 15; 
BFS; true; 307.0; 46;  46; 5; 16; 
BFS; true; 287.0; 54;  54; 5; 17; 
BFS; true; 277.0; 51;  51; 5; 18; 
BFS; true; 282.0; 60;  60; 5; 19; 
BFS; true; 293.0; 34;  34; 5; 20; 
BFS; true; 1745.0; 49;  49; 5; 21; 
BFS; true; 335.0; 55;  55; 5; 22; 
BFS; true; 303.0; 61;  61; 5; 23; 
BFS; true; 366.0; 48;  48; 5; 24; 
BFS; true; 304.0; 53;  53; 5; 25; 
BFS; true; 304.0; 47;  47; 5; 26; 
BFS; true; 1022.0; 61;  61; 5; 27; 
BFS; true; 390.0; 36;  36; 5; 28; 
BFS; true; 515.0; 59;  59; 5; 29; 
BFS; true; 814.0; 43;  43; 5; 30; 
BFS; true; 446.0; 37;  37; 5; 31; 
BFS; true; 354.0; 95;  95; 5; 32; 
BFS; true; 367.0; 44;  44; 5; 33; 
BFS; true; 365.0; 43;  43; 5; 34; 
BFS; true; 357.0; 54;  54; 5; 35; 
BFS; true; 343.0; 78;  78; 5; 36; 
BFS; true; 374.0; 35;  35; 5; 37; 
BFS; true; 382.0; 73;  73; 5; 38; 
BFS; true; 328.0; 44;  44; 5; 39; 
BFS; true; 319.0; 49;  49; 5; 40; 
BFS; true; 328.0; 46;  46; 5; 41; 
BFS; true; 278.0; 14;  14; 5; 42; 
BFS; true; 269.0; 19;  19; 5; 43; 
BFS; true; 302.0; 58;  58; 5; 44; 
BFS; true; 316.0; 31;  31; 5; 45; 
BFS; true; 301.0; 64;  64; 5; 46; 
